ID,TagID,TAG_TYPE,TAG_NUM,CRUISE,VESSEL,HAUL,CAPTURE_TIME,REL_TIME_LOCAL,REL_TIME_UTC,REL_LATDD,REL_LONGDD,REL_REGION,REL_LENGTH
1,AR-1,miniPAT,178689,201901_PCT,86,22,2/19/2019,2/19/2019,2/20/2019,52.257,-173.57,AI,100
2,AR-2,miniPAT,178690,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.35483,-173.85817,AI,74
3,AR-3,miniPAT,178691,201901_PCT,418,5,3/1/2019,3/1/2019,3/1/2019,51.7071,-176.36323,AI,104
4,AR-4,miniPAT,178692,201901_PCT,86,21,2/18/2019,2/18/2019,2/19/2019,52.25333,-173.54133,AI,72
5,AR-5,miniPAT,178693,201901_PCT,86,22,2/19/2019,2/19/2019,2/20/2019,52.25633,-173.573,AI,71
6,AR-6,miniPAT,178694,201901_PCT,86,23,2/19/2019,2/20/2019,2/20/2019,52.25933,-173.62167,AI,86
7,AR-7,miniPAT,178695,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.357,-173.8565,AI,81
8,AR-8,miniPAT,178696,201901_PCT,418,3,2/22/2019,2/22/2019,2/23/2019,51.92383,-176.43017,AI,77
9,AR-9,miniPAT,178697,201901_PCT,418,2,2/22/2019,2/22/2019,2/23/2019,51.9225,-176.43017,AI,74
10,AR-10,miniPAT,178698,201901_PCT,418,1,2/22/2019,2/22/2019,2/22/2019,51.907,-176.43333,AI,73
11,AR-11,miniPAT,178699,201901_PCT,418,4,3/1/2019,3/1/2019,3/1/2019,51.71082,-176.35295,AI,83
12,AR-12,miniPAT,178700,201901_PCT,418,4,3/1/2019,3/1/2019,3/1/2019,51.7103,-176.35028,AI,102
13,AR-13,miniPAT,178701,201901_PCT,86,22,2/19/2019,2/19/2019,2/20/2019,52.2565,-173.572,AI,70
14,AR-14,miniPAT,178702,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.35617,-173.857,AI,82
15,AR-15,miniPAT,178703,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.3555,-173.85733,AI,98
16,AR-16,miniPAT,178704,201901_PCT,86,23,2/19/2019,2/19/2019,2/20/2019,52.2595,-173.53717,AI,73
17,AR-17,miniPAT,178705,201901_PCT,86,21,2/18/2019,2/18/2019,2/19/2019,52.25367,-173.543,AI,95
18,AR-18,miniPAT,178706,201901_PCT,418,5,3/1/2019,3/1/2019,3/1/2019,51.70765,-176.35975,AI,89
19,AR-20,miniPAT,178707,201901_PCT,418,4,3/1/2019,3/1/2019,3/1/2019,51.70852,-176.35417,AI,96
20,AR-19,miniPAT,178708,201901_PCT,418,3,2/22/2019,2/22/2019,2/23/2019,51.92333,-176.43183,AI,79
21,AR-21,miniPAT,178709,201901_PCT,418,2,2/22/2019,2/22/2019,2/23/2019,51.9235,-176.42733,AI,88
22,MR-1,mrPAT,177956,201901_PCT,86,21,2/18/2019,2/18/2019,2/19/2019,52.2535,-173.542,AI,73
23,MR-2,mrPAT,177957,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.35583,-173.85717,AI,85
24,MR-3,mrPAT,177958,201901_PCT,86,21,2/18/2019,2/18/2019,2/19/2019,52.253,-173.5405,AI,77
25,MR-4,mrPAT,177959,201901_PCT,86,22,2/19/2019,2/19/2019,2/20/2019,52.25667,-173.57,AI,68
26,MR-5,mrPAT,177960,201901_PCT,418,5,3/1/2019,3/1/2019,3/1/2019,51.70735,-176.36133,AI,86
27,MR-6,mrPAT,177961,201901_PCT,418,3,2/22/2019,2/22/2019,2/23/2019,51.922,-176.4325,AI,86
28,MR-7,mrPAT,177962,201901_PCT,86,23,2/19/2019,2/19/2019,2/20/2019,52.25933,-173.55433,AI,71
29,MR-8,mrPAT,177963,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.3565,-173.85683,AI,73
30,MR-9,mrPAT,177964,201901_PCT,86,23,2/19/2019,2/19/2019,2/20/2019,52.25967,-173.55333,AI,80
31,MR-10,mrPAT,177965,201901_PCT,86,20,2/18/2019,2/18/2019,2/19/2019,52.25333,-173.62,AI,73
32,MR-11,mrPAT,177966,201901_PCT,418,1,2/22/2019,2/22/2019,2/22/2019,51.90767,-176.43183,AI,65
33,MR-12,mrPAT,177967,201901_PCT,418,2,2/22/2019,2/22/2019,2/23/2019,51.92333,-176.42883,AI,81
34,AR-24,stationary,178710,201901_PCT,86,26,,2/18/2019,2/19/2019,52.25383,-173.62167,AI,
35,AR-23,stationary,178711,201901_PCT,418,6,,2/25/2019,2/26/2019,51.72082,-177.03688,AI,
36,AR-22,stationary,178712,201901_PCT,418,7,,2/25/2019,2/26/2019,51.90872,-176.43945,AI,
37,S-1,sPAT,177953,201901_PCT,86,25,2/20/2019,2/20/2019,2/21/2019,52.35467,-173.85883,AI,82
38,S-2,sPAT,177954,201901_PCT,86,20,2/18/2019,2/18/2019,2/19/2019,52.2535,-173.62083,AI,70
39,S-3,sPAT,177955,201901_PCT,418,1,2/22/2019,2/22/2019,2/22/2019,51.90583,-176.43467,AI,81
40,V-1,miniPAT,183942,201902_PCT,416,2,8/14/2019,8/14/2019,8/14/2019,63.4109751,-168.757624,NBS,61
41,V-2,miniPAT,183943,201902_PCT,416,3,8/14/2019,8/14/2019,8/14/2019,63.3460401,-168.680154,NBS,70
42,V-3,miniPAT,183944,201902_PCT,416,4,8/14/2019,8/14/2019,8/14/2019,63.4070534,-168.75876,NBS,56
43,V-4,miniPAT,183945,201902_PCT,416,5,8/14/2019,8/14/2019,8/14/2019,63.3466617,-168.679634,NBS,64
44,V-5,miniPAT,183946,201902_PCT,416,6,8/14/2019,8/14/2019,8/14/2019,63.3501634,-168.677194,NBS,60
45,V-6,miniPAT,183947,201902_PCT,416,7,8/14/2019,8/14/2019,8/14/2019,63.3505851,-168.676707,NBS,77
46,V-7,miniPAT,183948,201902_PCT,416,8,8/14/2019,8/14/2019,8/14/2019,63.3491801,-168.678224,NBS,73
47,V-8,miniPAT,183949,201902_PCT,416,9,8/14/2019,8/14/2019,8/14/2019,63.3495101,-168.677675,NBS,73
48,V-9,miniPAT,183950,201902_PCT,416,10,8/14/2019,8/14/2019,8/14/2019,63.3519334,-168.673767,NBS,71
49,V-10,miniPAT,183951,201902_PCT,416,11,8/14/2019,8/14/2019,8/14/2019,63.3511901,-168.67588,NBS,67
50,A-1,miniPAT,183952,201902_PCT,417,7,8/11/2019,8/11/2019,8/11/2019,64.03326341,-171.3985102,NBS,71
51,A-2,miniPAT,183953,201902_PCT,417,8,8/11/2019,8/11/2019,8/11/2019,64.03319341,-171.3987502,NBS,61
52,A-4,miniPAT,183954,201902_PCT,417,9,8/11/2019,8/11/2019,8/11/2019,64.03322007,-171.3987719,NBS,64
53,A-3,miniPAT,183955,201902_PCT,417,3,8/10/2019,8/10/2019,8/11/2019,63.84558341,-170.9498135,NBS,76
54,A-5,miniPAT,183956,201902_PCT,417,1,8/9/2019,8/9/2019,8/10/2019,64.65319507,-169.9493535,NBS,66
55,A-6,miniPAT,183957,201902_PCT,417,10,8/11/2019,8/11/2019,8/11/2019,64.03324507,-171.3987352,NBS,62
56,A-7,miniPAT,183958,201902_PCT,417,11,8/11/2019,8/11/2019,8/11/2019,64.03324341,-171.3986352,NBS,68
57,A-8,miniPAT,183959,201902_PCT,417,4,8/10/2019,8/10/2019,8/11/2019,63.83623674,-170.9039752,NBS,74
58,A-9,miniPAT,183960,201902_PCT,417,2,8/9/2019,8/9/2019,8/10/2019,64.66503007,-170.1307819,NBS,67
59,A-10,miniPAT,183961,201902_PCT,417,12,8/11/2019,8/11/2019,8/11/2019,64.03315007,-171.3989152,NBS,76
60,A-11,miniPAT,183962,201902_PCT,417,13,8/11/2019,8/11/2019,8/11/2019,64.03326507,-171.3985185,NBS,78
61,A-12,miniPAT,183963,201902_PCT,417,14,8/11/2019,8/11/2019,8/11/2019,64.03320841,-171.3986135,NBS,74
62,A-13,miniPAT,183964,201902_PCT,417,15,8/11/2019,8/11/2019,8/11/2019,64.03325174,-171.3985119,NBS,67
63,A-14,miniPAT,183965,201902_PCT,417,16,8/11/2019,8/11/2019,8/11/2019,64.03322841,-171.3987602,NBS,70
64,A-15,miniPAT,183966,201902_PCT,417,17,8/11/2019,8/11/2019,8/11/2019,64.03321674,-171.3988969,NBS,68
65,A-16,miniPAT,183967,201902_PCT,417,18,8/11/2019,8/11/2019,8/11/2019,64.03321007,-171.3987485,NBS,62
66,A-17,miniPAT,183968,201902_PCT,417,5,8/10/2019,8/10/2019,8/11/2019,63.84805174,-170.9634635,NBS,68
67,A-18,miniPAT,183969,201902_PCT,417,19,8/11/2019,8/11/2019,8/11/2019,64.03323341,-171.3988019,NBS,67
68,A-19,miniPAT,183970,201902_PCT,417,20,8/11/2019,8/11/2019,8/11/2019,64.03326674,-171.3985102,NBS,63
69,A-20,miniPAT,183971,201902_PCT,417,21,8/11/2019,8/11/2019,8/11/2019,64.03324174,-171.3987619,NBS,71
70,L-1,miniPAT,184057,201903_PCT,415,7,9/9/2019,9/9/2019,9/9/2019,63.752558,-170.273141,NBS,61
71,L-2,miniPAT,184058,201903_PCT,415,1,9/8/2019,9/8/2019,9/9/2019,63.74976,-170.311327,NBS,64
72,L-3,miniPAT,184059,201903_PCT,415,2,9/8/2019,9/8/2019,9/9/2019,63.751697,-170.318744,NBS,83
73,L-4,miniPAT,184060,201903_PCT,415,8,9/9/2019,9/9/2019,9/9/2019,63.753195,-170.280649,NBS,68
74,L-5,miniPAT,184061,201903_PCT,415,3,9/8/2019,9/8/2019,9/9/2019,63.751697,-170.318744,NBS,70
75,L-6,miniPAT,184062,201903_PCT,415,4,9/8/2019,9/8/2019,9/9/2019,63.751183,-170.316197,NBS,66
76,L-7,miniPAT,184063,201903_PCT,415,5,9/8/2019,9/8/2019,9/9/2019,63.751935,-170.321987,NBS,71
77,L-8,miniPAT,184064,201903_PCT,415,6,9/8/2019,9/8/2019,9/9/2019,63.751697,-170.318744,NBS,73
78,ST-1,stationary,183939,201903_PCT,415,9,,9/9/2019,9/9/2019,63.74046,-170.319016,NBS,
79,ST-2,stationary,183940,201902_PCT,417,6,,8/11/2019,8/11/2019,64.03327341,-171.3984585,NBS,
80,ST-3,stationary,183941,201902_PCT,416,1,,8/14/2019,8/14/2019,63.35197507,-168.6736302,NBS,
81,12_PCT,miniPAT,204884,202101_PCT,420,2,3/18/2021,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,78
82,13_PCT,miniPAT,204885,202101_PCT,420,3,3/18/2021,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,75
83,14_PCT,miniPAT,204886,202101_PCT,420,4,3/18/2021,3/18/2021,3/19/2021,55.55305556,-160.0597222,WGOA,91
84,15_PCT,miniPAT,204887,202101_PCT,420,6,3/18/2021,3/18/2021,3/19/2021,55.54416667,-160.0702778,WGOA,63
85,16_PCT,miniPAT,204888,202101_PCT,420,6,3/18/2021,3/18/2021,3/19/2021,55.54416667,-160.0702778,WGOA,79
86,17_PCT,miniPAT,204889,202101_PCT,420,8,3/19/2021,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,79
87,18_PCT,miniPAT,204890,202101_PCT,420,9,3/19/2021,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,71
88,19_PCT,miniPAT,204891,202101_PCT,420,10,3/19/2021,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,74
89,20_PCT,miniPAT,204892,202101_PCT,420,11,3/19/2021,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,79
90,21_PCT,miniPAT,204893,202101_PCT,420,12,3/19/2021,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,82
91,22_PCT,miniPAT,204894,202101_PCT,420,52,3/25/2021,3/25/2021,3/25/2021,54.97444444,-159.1022222,WGOA,70
92,23_PCT,miniPAT,204895,202101_PCT,420,53,3/25/2021,3/25/2021,3/25/2021,54.97083333,-159.1147222,WGOA,81
93,24_PCT,miniPAT,208534,202101_PCT,420,54,3/25/2021,3/25/2021,3/25/2021,54.96666667,-159.1175,WGOA,72
94,25_PCT,miniPAT,208535,202101_PCT,420,55,3/25/2021,3/25/2021,3/25/2021,54.97416667,-159.1297222,WGOA,84
95,26_PCT,miniPAT,208536,202101_PCT,420,56,3/25/2021,3/25/2021,3/25/2021,54.97222222,-159.1361111,WGOA,74
96,27_PCT,miniPAT,208537,202101_PCT,420,66,3/26/2021,3/26/2021,3/26/2021,54.87555556,-160.1097222,WGOA,60
97,28_PCT,miniPAT,208538,202101_PCT,420,67,3/26/2021,3/26/2021,3/26/2021,54.87694444,-160.1230556,WGOA,77
98,29_PCT,miniPAT,208539,202101_PCT,420,68,3/26/2021,3/26/2021,3/26/2021,54.87805556,-160.1241667,WGOA,79
99,30_PCT,miniPAT,209229,202101_PCT,420,69,3/26/2021,3/26/2021,3/26/2021,54.87944444,-160.1394444,WGOA,80
100,31_PCT,miniPAT,209230,202101_PCT,420,70,3/26/2021,3/26/2021,3/26/2021,54.88083333,-160.145,WGOA,83
101,32_PCT,miniPAT,209231,202101_PCT,420,26,3/21/2021,3/21/2021,3/21/2021,54.42666667,-162.3513889,WGOA,72
102,33_PCT,miniPAT,209232,202101_PCT,420,27,3/21/2021,3/21/2021,3/21/2021,54.425,-162.3433333,WGOA,87
103,34_PCT,miniPAT,209233,202101_PCT,420,28,3/21/2021,3/21/2021,3/21/2021,54.4225,-162.3341667,WGOA,74
104,35_PCT,miniPAT,209234,202101_PCT,420,29,3/21/2021,3/21/2021,3/22/2021,54.42083333,-162.3375,WGOA,76
105,36_PCT,miniPAT,209228,202101_PCT,420,30,3/21/2021,3/21/2021,3/22/2021,54.41888889,-162.3294444,WGOA,72
106,ST4,stationary,208531,202101_PCT,420,7,,3/18/2021,3/19/2021,55.54555556,-160.0608333,WGOA,
107,ST5,stationary,208532,202101_PCT,420,25,,3/21/2021,3/21/2021,54.42555556,-162.36,WGOA,
108,ST6,stationary,208533,202101_PCT,420,56,,3/25/2021,3/25/2021,54.97222222,-159.1361111,WGOA,
958,1_conv,floy,131001,202101_PCT,420,1,,3/18/2021,3/19/2021,55.53916667,-160.0758333,WGOA,56
959,2_conv,floy,131004,202101_PCT,420,1,,3/18/2021,3/19/2021,55.53916667,-160.0758333,WGOA,67
960,3_conv,floy,131006,202101_PCT,420,2,,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,63
961,4_conv,floy,131008,202101_PCT,420,2,,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,61
962,5_conv,floy,131010,202101_PCT,420,2,,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,71
963,6_conv,floy,131012,202101_PCT,420,2,,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,68
964,7_conv,floy,131016,202101_PCT,420,2,,3/18/2021,3/19/2021,55.54555556,-160.0658333,WGOA,69
965,8_conv,floy,131018,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,74
966,9_conv,floy,131020,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,76
967,10_conv,floy,131022,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,68
968,11_conv,floy,131026,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,86
969,12_conv,floy,131028,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,77
970,13_conv,floy,131031,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,67
971,14_conv,floy,131033,202101_PCT,420,3,,3/18/2021,3/19/2021,55.55055556,-160.0591667,WGOA,75
972,15_conv,floy,131035,202101_PCT,420,4,,3/18/2021,3/19/2021,55.55305556,-160.0597222,WGOA,60
973,16_conv,floy,131037,202101_PCT,420,4,,3/18/2021,3/19/2021,55.55305556,-160.0597222,WGOA,72
974,17_conv,floy,131039,202101_PCT,420,4,,3/18/2021,3/19/2021,55.55305556,-160.0597222,WGOA,76
975,18_conv,floy,131041,202101_PCT,420,4,,3/18/2021,3/19/2021,55.55305556,-160.0597222,WGOA,77
976,19_conv,floy,131043,202101_PCT,420,6,,3/18/2021,3/19/2021,55.54416667,-160.0702778,WGOA,56
977,20_conv,floy,131045,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,75
978,21_conv,floy,131047,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,93
979,22_conv,floy,131049,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,73
980,23_conv,floy,131052,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,52
981,24_conv,floy,131054,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,64
982,25_conv,floy,131056,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,69
983,26_conv,floy,131058,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,61
984,27_conv,floy,131060,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,69
985,28_conv,floy,131062,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,62
986,29_conv,floy,131064,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,79
987,30_conv,floy,131066,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,54
988,31_conv,floy,131068,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,71
989,32_conv,floy,131071,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,71
990,33_conv,floy,131073,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,65
991,34_conv,floy,131075,202101_PCT,420,8,,3/19/2021,3/19/2021,55.2575,-160.1205556,WGOA,71
992,35_conv,floy,131077,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,59
993,36_conv,floy,131079,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,83
994,37_conv,floy,131082,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,88
995,38_conv,floy,131084,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,75
996,39_conv,floy,131086,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,77
997,40_conv,floy,131088,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,75
998,41_conv,floy,131090,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,53
999,42_conv,floy,131092,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,73
1000,43_conv,floy,131094,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,54
1001,44_conv,floy,131096,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,64
1002,45_conv,floy,131098,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,67
1003,46_conv,floy,131100,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,81
1004,47_conv,floy,131102,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,76
1005,48_conv,floy,131104,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,94
1006,49_conv,floy,131106,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,66
1007,50_conv,floy,131108,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,93
1008,51_conv,floy,131110,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,77
1009,52_conv,floy,131112,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,76
1010,53_conv,floy,131114,202101_PCT,420,9,,3/19/2021,3/19/2021,55.25416667,-160.1169444,WGOA,96
1011,54_conv,floy,131117,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,79
1012,55_conv,floy,131119,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,81
1013,56_conv,floy,131121,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,70
1014,57_conv,floy,131123,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,75
1015,58_conv,floy,131125,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,76
1016,59_conv,floy,131127,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,66
1017,60_conv,floy,131129,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,71
1018,61_conv,floy,131131,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,64
1019,62_conv,floy,131133,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,66
1020,63_conv,floy,131135,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,68
1021,64_conv,floy,131137,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,81
1022,65_conv,floy,131139,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,54
1023,66_conv,floy,131142,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,60
1024,67_conv,floy,131144,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,64
1025,68_conv,floy,131146,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,77
1026,69_conv,floy,131148,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,82
1027,70_conv,floy,131150,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,77
1028,71_conv,floy,131152,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,62
1029,72_conv,floy,131154,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,67
1030,73_conv,floy,131156,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,72
1031,74_conv,floy,131158,202101_PCT,420,10,,3/19/2021,3/19/2021,55.24916667,-160.1125,WGOA,75
1032,75_conv,floy,131160,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,81
1033,76_conv,floy,131162,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,78
1034,77_conv,floy,131164,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,77
1035,78_conv,floy,131167,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,62
1036,79_conv,floy,131169,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,69
1037,80_conv,floy,131173,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,73
1038,81_conv,floy,131175,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,74
1039,82_conv,floy,131177,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,84
1040,83_conv,floy,131180,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,57
1041,84_conv,floy,131182,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,66
1042,85_conv,floy,131186,202101_PCT,420,11,,3/19/2021,3/19/2021,55.24611111,-160.1097222,WGOA,70
1043,86_conv,floy,131188,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,81
1044,87_conv,floy,131190,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,83
1045,88_conv,floy,131194,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,78
1046,89_conv,floy,131196,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,71
1047,90_conv,floy,131198,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,78
1048,91_conv,floy,131201,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,89
1049,92_conv,floy,131203,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,69
1050,93_conv,floy,131205,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,80
1051,94_conv,floy,131207,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,95
1052,95_conv,floy,131209,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,81
1053,96_conv,floy,131211,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,85
1054,97_conv,floy,131213,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,74
1055,98_conv,floy,131215,202101_PCT,420,12,,3/19/2021,3/19/2021,55.26,-160.1202778,WGOA,76
1056,99_conv,floy,131217,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,80
1057,100_conv,floy,131219,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,94
1058,101_conv,floy,131221,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,86
1059,102_conv,floy,131223,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,82
1060,103_conv,floy,131225,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,86
1061,104_conv,floy,131227,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,71
1062,105_conv,floy,131229,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,45
1063,106_conv,floy,131231,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,67
1064,107_conv,floy,131233,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,87
1065,108_conv,floy,131235,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,67
1066,109_conv,floy,131237,202101_PCT,420,13,,3/19/2021,3/19/2021,55.25083333,-160.1016667,WGOA,78
1067,110_conv,floy,131239,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,99
1068,111_conv,floy,131241,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,67
1069,112_conv,floy,131244,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,83
1070,113_conv,floy,131246,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,83
1071,114_conv,floy,131248,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,87
1072,115_conv,floy,131250,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,86
1073,116_conv,floy,131252,202101_PCT,420,14,,3/19/2021,3/19/2021,55.24861111,-160.1075,WGOA,88
