TONS,ZONE,GEAR,TYPE,YEAR,MONTH,SPECIES_GROUP
0.32,WY,HAL,R,1999,7,PCOD
0.05,WY,HAL,D,1999,2,PCOD
36.5,WG,TRW,R,1999,10,PCOD
3.1,CG,JIG,R,1999,1,PCOD
0.31,PWSI,TRW,R,1999,1,PCOD
3.53,PWSI,POT,R,1999,5,PCOD
0.9,PWSI,POT,D,1999,1,PCOD
1.94,WY,TRW,R,1999,3,PCOD
25.5,WG,TRW,D,2000,2,PCOD
0.35,CG,POT,D,2000,1,PCOD
9.24,SE,HAL,D,2000,10,PCOD
1.68,WG,HAL,D,2000,10,PCOD
39.4,CG,HAL,R,2000,4,PCOD
69.08,CG,TRW,D,2000,10,PCOD
310.83,CG,TRW,D,2000,4,PCOD
31.27,CG,HAL,R,2000,5,PCOD
0,PWSI,HAL,D,2000,4,PCOD
3.36,SE,HAL,D,2000,1,PCOD
0.33,WY,POT,R,2000,5,PCOD
58.99,CG,TRW,R,2000,12,PCOD
0.01,SE,JIG,R,2000,7,PCOD
0.45,WG,HAL,R,2000,11,PCOD
0.07,SEI,HAL,D,2000,12,PCOD
0,SE,JIG,R,2000,5,PCOD
7.13,WY,HAL,R,2000,3,PCOD
6.62,WY,POT,R,2000,3,PCOD
0.01,SE,HAL,D,2001,5,PCOD
516.65,CG,TRW,R,2001,5,PCOD
100.84,WG,TRW,D,2001,3,PCOD
1893.46,CG,POT,R,2001,2,PCOD
1.2,SE,HAL,D,2001,9,PCOD
2.18,WG,HAL,D,2001,8,PCOD
2.22,SEI,HAL,R,2001,6,PCOD
0.12,SEI,HAL,D,2001,2,PCOD
2.55,SEI,HAL,R,2001,9,PCOD
0.22,WY,HAL,R,2001,9,PCOD
208.01,CG,TRW,D,2001,6,PCOD
0.01,PWSI,HAL,D,2001,8,PCOD
8.36,CG,JIG,R,2001,2,PCOD
3.66,CG,JIG,R,2001,12,PCOD
3.78,WY,HAL,D,2001,6,PCOD
52.57,CG,POT,R,2001,11,PCOD
49.74,WG,HAL,D,2001,2,PCOD
1.06,WY,HAL,D,2001,9,PCOD
0.01,WY,POT,D,2001,4,PCOD
7.77,CG,TRW,R,2001,11,PCOD
0.09,WY,HAL,R,2001,10,PCOD
0.05,WG,HAL,D,2001,11,PCOD
0.09,PWSI,TRW,R,2001,3,PCOD
0.01,WY,HAL,R,2001,8,PCOD
0.01,WY,POT,R,2001,6,PCOD
48.6,CG,HAL,R,2002,5,PCOD
10.29,CG,HAL,R,2002,8,PCOD
1.71,SEI,HAL,R,2002,4,PCOD
1.49,SEI,HAL,R,2002,5,PCOD
303,WG,HAL,R,2002,9,PCOD
0.29,SE,HAL,R,2002,10,PCOD
0.61,WY,HAL,D,2002,11,PCOD
400.9,WG,POT,R,2002,10,PCOD
107.65,WG,TRW,R,2002,1,PCOD
5.06,WG,POT,D,2002,10,PCOD
0.41,PWSI,HAL,R,2002,6,PCOD
0,WY,HAL,R,2002,11,PCOD
13.151,CG,HAL,D,2003,6,PCOD
101.948,WG,TRW,R,2003,10,PCOD
183.168,CG,HAL,R,2003,9,PCOD
433.203,CG,TRW,D,2003,4,PCOD
3875.781,WG,POT,R,2003,3,PCOD
2160.556,CG,POT,R,2003,3,PCOD
55.586,WG,HAL,D,2003,3,PCOD
15.726,WG,POT,R,2003,10,PCOD
314.417,CG,TRW,R,2003,8,PCOD
1512.244,WG,POT,R,2003,1,PCOD
6.477,CG,JIG,R,2003,1,PCOD
18.219,SE,HAL,D,2003,7,PCOD
0.011,PWSI,HAL,D,2003,4,PCOD
1250.835,WG,JIG,R,2003,4,PCOD
3.129,SEI,HAL,R,2003,10,PCOD
0.003,WY,TRW,D,2003,3,PCOD
0.629,SEI,HAL,D,2003,10,PCOD
42.177,WG,HAL,R,2003,7,PCOD
0.725,WG,HAL,D,2003,10,PCOD
123.2,WG,TRW,R,2003,9,PCOD
31.257,WG,JIG,R,2003,5,PCOD
35.43,WG,TRW,D,2003,10,PCOD
2.405,WY,HAL,D,2003,6,PCOD
0.578,SE,HAL,R,2003,4,PCOD
0.092,CG,POT,D,2003,10,PCOD
0.013,CG,HAL,R,2003,11,PCOD
0.091,CG,HAL,D,2003,3,PCOD
1.595,WY,HAL,R,2003,9,PCOD
1.93,PWSI,POT,R,2003,3,PCOD
0.011,SEI,HAL,D,2003,3,PCOD
0.128,PWSI,JIG,R,2003,4,PCOD
0.046,WY,TRW,D,2003,7,PCOD
0.209,SE,HAL,D,2004,9,PCOD
22.55,WG,POT,D,2004,9,PCOD
27.443,CG,JIG,R,2004,9,PCOD
0.415,SEI,HAL,D,2004,9,PCOD
6059.662,CG,TRW,R,2004,9,PCOD
4.976,SEI,HAL,R,2004,5,PCOD
0.344,SE,HAL,D,2004,4,PCOD
83.895,CG,TRW,D,2004,4,PCOD
1669.081,WG,TRW,R,2004,2,PCOD
29.866,WG,TRW,R,2004,10,PCOD
0.4,SEI,HAL,R,2004,9,PCOD
219.744,CG,JIG,R,2004,2,PCOD
4.085,CG,JIG,R,2004,6,PCOD
0.683,SEI,HAL,R,2004,8,PCOD
101.762,CG,TRW,D,2004,5,PCOD
0.164,WY,HAL,D,2004,10,PCOD
0.039,WY,HAL,D,2004,5,PCOD
0.311,PWSI,TRW,D,2004,3,PCOD
16.825,WG,HAL,R,2004,3,PCOD
1.414,WG,HAL,D,2004,1,PCOD
0.001,PWSI,HAL,D,2004,10,PCOD
0.059,WY,HAL,D,2004,8,PCOD
16.101,SE,HAL,R,2004,4,PCOD
0.057,SE,HAL,D,2004,5,PCOD
166.714,WG,POT,R,2004,11,PCOD
0.041,SEI,HAL,R,2004,12,PCOD
0.038,SE,HAL,D,2004,2,PCOD
0.932,PWSI,POT,R,2004,3,PCOD
0.247,WY,HAL,R,2004,7,PCOD
1.317,SEI,HAL,R,2004,2,PCOD
3.36,CG,HAL,R,2005,8,PCOD
23.351,WG,TRW,D,2005,3,PCOD
0.009,SEI,HAL,D,2005,4,PCOD
55.717,WG,TRW,R,2005,7,PCOD
135.458,CG,TRW,D,2005,7,PCOD
24.714,WG,HAL,R,2005,6,PCOD
2.237,CG,HAL,D,2005,9,PCOD
97.346,CG,JIG,R,2005,1,PCOD
11.956,CG,JIG,R,2005,9,PCOD
295.275,CG,JIG,R,2005,2,PCOD
26.568,WG,TRW,R,2005,9,PCOD
2.359,SEI,HAL,R,2005,3,PCOD
1010.916,CG,POT,R,2005,4,PCOD
1.113,CG,POT,D,2005,1,PCOD
0.06,SE,HAL,R,2005,8,PCOD
0.77,WG,JIG,R,2005,7,PCOD
0.431,CG,POT,D,2005,11,PCOD
0.229,WG,JIG,R,2005,10,PCOD
2.036,CG,JIG,R,2005,11,PCOD
0.111,WY,TRW,D,2005,3,PCOD
1.076,SEI,HAL,R,2005,2,PCOD
6.726,SEI,HAL,R,2006,2,PCOD
554.124,CG,TRW,R,2006,9,PCOD
196.239,CG,TRW,D,2006,7,PCOD
896.787,CG,HAL,R,2006,9,PCOD
53.956,WG,TRW,R,2006,1,PCOD
7.223,SEI,HAL,D,2006,8,PCOD
0.243,SE,HAL,R,2006,8,PCOD
0.858,SE,HAL,R,2006,9,PCOD
0.1,WG,POT,D,2006,11,PCOD
0.425,PWSI,HAL,D,2006,5,PCOD
0.496,WG,POT,D,2006,9,PCOD
16.038,CG,HAL,R,2006,3,PCOD
0.022,WY,HAL,D,2006,6,PCOD
10.163,WY,HAL,R,2006,5,PCOD
4.471,WY,HAL,R,2006,6,PCOD
850.165,WG,HAL,R,2006,2,PCOD
0.016,WY,TRW,R,2006,7,PCOD
0.025,SE,HAL,R,2006,7,PCOD
41.61,CG,TRW,R,2006,6,PCOD
4.241,CG,JIG,R,2006,11,PCOD
0.005,WY,HAL,R,2006,11,PCOD
23.832,CG,HAL,D,2006,11,PCOD
72.584,WG,HAL,R,2006,1,PCOD
3840.512,WG,POT,R,2007,3,PCOD
271.039,CG,TRW,R,2007,3,PCOD
1.99,SEI,HAL,D,2007,6,PCOD
7.609,SEI,HAL,R,2007,6,PCOD
13.485,SEI,HAL,R,2007,5,PCOD
0.665,CG,POT,D,2007,1,PCOD
43.928,CG,JIG,R,2007,7,PCOD
61.473,WG,TRW,R,2007,8,PCOD
0.132,WY,HAL,D,2007,5,PCOD
11.423,WG,HAL,D,2007,6,PCOD
1767.707,CG,HAL,R,2007,1,PCOD
4.313,SEI,HAL,R,2007,7,PCOD
9.533,WG,HAL,R,2007,5,PCOD
21.693,WG,HAL,R,2007,7,PCOD
45.839,CG,HAL,D,2007,2,PCOD
22.178,WG,HAL,D,2007,7,PCOD
2.446,PWSI,HAL,R,2007,8,PCOD
8.853,PWSI,HAL,R,2007,9,PCOD
0.13,PWSI,HAL,D,2007,6,PCOD
6.414,SEI,HAL,R,2007,8,PCOD
424.066,WG,POT,R,2007,10,PCOD
50.186,WG,POT,R,2007,12,PCOD
0.013,WY,TRW,D,2007,7,PCOD
710.297,CG,POT,R,2007,11,PCOD
0.046,PWSI,HAL,D,2007,9,PCOD
997.654,CG,POT,R,2007,12,PCOD
9.906,CG,POT,D,2007,12,PCOD
203.396,CG,TRW,D,2007,8,PCOD
312.221,CG,TRW,D,2007,7,PCOD
4.289,WG,TRW,D,2007,5,PCOD
81.899,WG,TRW,R,2007,7,PCOD
44.788,PWSI,POT,R,2007,5,PCOD
22.434,WG,TRW,R,2007,10,PCOD
3.679,CG,JIG,R,2007,1,PCOD
0.662,SE,HAL,R,2007,3,PCOD
3.581,WG,HAL,D,2007,3,PCOD
17.7,SEI,HAL,R,2007,1,PCOD
0.619,PWSI,HAL,R,2007,5,PCOD
9.733,CG,HAL,D,2007,4,PCOD
17.714,WG,HAL,R,2007,12,PCOD
0.427,PWSI,JIG,R,2007,9,PCOD
52.821,CG,HAL,R,2008,6,PCOD
291.53,CG,TRW,R,2008,5,PCOD
1406.55,WG,POT,R,2008,1,PCOD
0.668,WY,HAL,D,2008,8,PCOD
74.011,SEI,HAL,R,2008,3,PCOD
20.841,CG,HAL,R,2008,4,PCOD
20.465,CG,HAL,R,2008,11,PCOD
326.556,CG,JIG,R,2008,5,PCOD
19.603,CG,HAL,D,2008,3,PCOD
488.426,CG,TRW,R,2008,8,PCOD
61.349,SEI,HAL,R,2008,2,PCOD
4331.1,CG,POT,R,2008,3,PCOD
0.418,CG,POT,D,2008,2,PCOD
1.973,SE,HAL,R,2008,4,PCOD
0.014,WG,HAL,D,2008,5,PCOD
75.098,WG,TRW,R,2008,7,PCOD
7.525,WY,HAL,R,2008,8,PCOD
1.559,PWSI,HAL,R,2008,7,PCOD
4.296,WG,POT,D,2008,4,PCOD
768.546,WG,POT,R,2008,9,PCOD
483.174,WG,POT,R,2008,11,PCOD
0.002,SE,HAL,D,2008,9,PCOD
61.484,WG,HAL,D,2008,4,PCOD
0.787,WG,JIG,R,2008,11,PCOD
28.316,WG,HAL,R,2008,1,PCOD
1623.713,WG,TRW,R,2009,2,PCOD
937.998,CG,TRW,R,2009,10,PCOD
111.612,CG,JIG,R,2009,2,PCOD
14.758,SEI,HAL,D,2009,6,PCOD
1.731,SEI,HAL,R,2009,6,PCOD
222.025,CG,TRW,D,2009,8,PCOD
116.08,CG,HAL,D,2009,1,PCOD
2.973,WG,HAL,D,2009,9,PCOD
33.41,SEI,HAL,R,2009,4,PCOD
123.737,CG,TRW,D,2009,11,PCOD
2083.025,WG,POT,R,2009,2,PCOD
62.118,WG,POT,D,2009,2,PCOD
16.558,WG,HAL,R,2009,3,PCOD
0.004,PWSI,TRW,D,2009,3,PCOD
0.001,PWSI,TRW,D,2009,7,PCOD
11.098,SEI,HAL,R,2009,11,PCOD
3520.718,CG,TRW,R,2009,1,PCOD
8.203,CG,TRW,D,2009,2,PCOD
0.112,WY,HAL,R,2009,7,PCOD
1012.602,CG,POT,R,2009,4,PCOD
20.05,CG,POT,D,2009,1,PCOD
472.687,WG,HAL,R,2009,1,PCOD
0.512,PWSI,HAL,R,2009,7,PCOD
0.403,WG,HAL,D,2009,7,PCOD
17.037,PWSI,HAL,D,2009,8,PCOD
3.317,WY,TRW,R,2009,10,PCOD
23.1813431941,WG,HAL,R,2010,8,PCOD
3895.9222505488,CG,POT,R,2010,2,PCOD
820.7256372076,CG,JIG,R,2010,4,PCOD
512.8126661957,CG,TRW,R,2010,10,PCOD
4.7195280195,SEI,HAL,D,2010,2,PCOD
27.22672464,SEI,HAL,R,2010,10,PCOD
50.5897627607,WG,HAL,D,2010,10,PCOD
157.253677281,CG,TRW,R,2010,3,PCOD
0.0083703505,WY,HAL,D,2010,6,PCOD
0.0135494586,SE,HAL,D,2010,6,PCOD
1.1240018926,SEI,HAL,R,2010,8,PCOD
208.5259082431,CG,TRW,R,2010,2,PCOD
258.7504969294,CG,TRW,D,2010,6,PCOD
12.2354645239,WG,HAL,R,2010,5,PCOD
43.6611815635,SEI,HAL,R,2010,1,PCOD
82.5790088592,SEI,HAL,R,2010,12,PCOD
0.2639991925,WG,TRW,D,2010,9,PCOD
25.2418877422,PWSI,HAL,R,2010,9,PCOD
419.7980691017,PWSI,HAL,R,2011,2,PCOD
121.8360815909,CG,JIG,R,2011,5,PCOD
73.5862374474,CG,HAL,D,2011,1,PCOD
18.3842304083,SEI,HAL,R,2011,4,PCOD
402.5564430037,CG,JIG,R,2011,2,PCOD
4.8028720668,WG,JIG,R,2011,8,PCOD
5329.096044572,CG,POT,R,2011,3,PCOD
315.7633737268,CG,TRW,R,2011,5,PCOD
419.9154417158,CG,HAL,D,2011,6,PCOD
15.7824887706,CG,HAL,D,2011,5,PCOD
2.7883226221,CG,POT,D,2011,1,PCOD
1224.1578652519,CG,POT,R,2011,12,PCOD
2.2391940292,CG,POT,D,2011,2,PCOD
4309.5900882181,CG,TRW,R,2011,10,PCOD
298.5115372413,CG,TRW,R,2011,8,PCOD
451.9455682714,WG,TRW,R,2011,3,PCOD
3.8806066553,WG,HAL,D,2011,5,PCOD
3.4144271677,WY,HAL,D,2011,7,PCOD
52.2925630014,SEI,HAL,R,2011,12,PCOD
15.4172714047,CG,JIG,R,2011,6,PCOD
67.6981344321,WG,POT,D,2011,10,PCOD
0.4936147522,PWSI,HAL,D,2011,1,PCOD
1.4734948139,SE,HAL,R,2011,6,PCOD
0.891428337,SE,HAL,R,2011,4,PCOD
8.5405136898,WG,HAL,D,2011,1,PCOD
713.92917883,WG,JIG,R,2011,4,PCOD
0.910867917,PWSI,HAL,D,2011,10,PCOD
0.1419744119,PWSI,TRW,R,2011,2,PCOD
4.7489269741,WG,JIG,R,2011,7,PCOD
0.0081646627,WG,TRW,R,2011,11,PCOD
6.4914245571,WG,HAL,D,2011,12,PCOD
20.5764353422,CG,POT,D,2012,1,PCOD
5620.6680989303,CG,POT,R,2012,1,PCOD
136.3460618,WY,HAL,R,2012,3,PCOD
1.8132041888,SE,HAL,R,2012,3,PCOD
2.9494399792,SEI,HAL,R,2012,6,PCOD
132.9834427074,CG,JIG,R,2012,6,PCOD
8.2381120781,WG,HAL,R,2012,7,PCOD
0.744395009,WG,HAL,D,2012,9,PCOD
20.9181714332,CG,HAL,R,2012,7,PCOD
1459.9433808664,WG,POT,R,2012,10,PCOD
1.0909055366,WG,POT,D,2012,1,PCOD
2.5150713824,WY,HAL,R,2012,8,PCOD
1.3712930473,WG,HAL,R,2012,5,PCOD
1.1867838311,CG,TRW,D,2012,6,PCOD
0.0011165075,PWSI,HAL,D,2012,4,PCOD
81.9420502516,CG,TRW,D,2012,5,PCOD
1.0884307015,SEI,HAL,R,2012,7,PCOD
12.5275491268,WG,JIG,R,2012,10,PCOD
49.9775478853,WG,JIG,R,2012,9,PCOD
1.06436501,WG,JIG,R,2012,11,PCOD
0.2934464924,PWSI,JIG,R,2012,6,PCOD
0.2888179988,WY,HAL,R,2012,10,PCOD
407.4666544642,WG,POT,R,2013,12,PCOD
24.5203610467,WG,POT,D,2013,11,PCOD
6178.7274387511,WG,POT,R,2013,3,PCOD
148.581586383,CG,JIG,R,2013,4,PCOD
1649.980000427,CG,HAL,R,2013,2,PCOD
6893.1058366816,CG,TRW,R,2013,3,PCOD
36.3995176337,WG,TRW,R,2013,10,PCOD
4.1051925952,CG,POT,D,2013,2,PCOD
2736.0966413206,CG,POT,R,2013,2,PCOD
1.9089851455,WY,HAL,R,2013,7,PCOD
0.8894807516,WY,HAL,R,2013,5,PCOD
34.3177724819,PWSI,HAL,D,2013,8,PCOD
2670.8570611223,CG,TRW,R,2013,9,PCOD
7.9386070339,WG,HAL,R,2013,8,PCOD
15.2285930913,WG,TRW,R,2013,11,PCOD
89.3919477421,WG,JIG,R,2013,3,PCOD
13.2495654079,SE,HAL,D,2013,5,PCOD
0.0410083567,PWSI,HAL,D,2013,11,PCOD
0.2284798605,PWSI,HAL,D,2013,12,PCOD
0.0675852631,PWSI,TRW,R,2013,1,PCOD
31.8266173,WG,TRW,R,2013,4,PCOD
157.2961140796,WG,JIG,R,2013,8,PCOD
0.6729829653,WG,JIG,R,2013,11,PCOD
3.9064485743,PWSI,HAL,R,2013,10,PCOD
0.5165954245,PWSI,HAL,R,2013,7,PCOD
0.6989310981,SE,HAL,D,2014,4,PCOD
152.9528930801,CG,TRW,R,2014,11,PCOD
8128.233178007,CG,POT,R,2014,3,PCOD
209.8898617889,CG,TRW,D,2014,9,PCOD
34.0543228887,WY,HAL,R,2014,3,PCOD
48.0871229992,CG,JIG,R,2014,6,PCOD
6.5412614613,SE,HAL,D,2014,7,PCOD
67.5226673831,SEI,HAL,R,2014,12,PCOD
0.48160237,PWSI,HAL,D,2014,4,PCOD
64.1851319365,CG,POT,D,2014,11,PCOD
28.828805139,CG,POT,D,2014,3,PCOD
1424.0466436951,WG,HAL,R,2014,3,PCOD
165.904152117,CG,HAL,R,2014,4,PCOD
0.3107277278,SE,HAL,D,2014,3,PCOD
1.1700070822,SE,HAL,R,2014,9,PCOD
0.0235477677,CG,POT,D,2014,8,PCOD
0.9707193452,PWSI,HAL,D,2014,7,PCOD
3.00863e-5,PWSI,TRW,D,2014,7,PCOD
0.9020830874,SEI,HAL,D,2014,1,PCOD
0.5581407825,PWSI,HAL,R,2014,5,PCOD
0.96991625,PWSI,HAL,D,2014,11,PCOD
73.3384806393,PWSI,HAL,R,2014,12,PCOD
1.2190381044,PWSI,HAL,D,2014,12,PCOD
16.4121753549,CG,POT,R,2014,5,PCOD
9.256987e-4,SEI,JIG,R,2014,3,PCOD
4.0705020695,WY,HAL,D,2015,9,PCOD
284.0656097688,CG,JIG,R,2015,2,PCOD
1.4179651296,PWSI,HAL,D,2015,10,PCOD
42.0045048595,PWSI,HAL,R,2015,10,PCOD
1.6777623311,SEI,HAL,D,2015,7,PCOD
1.0076129887,PWSI,HAL,D,2015,4,PCOD
77.6403321622,SEI,HAL,R,2015,3,PCOD
20.5355421021,SEI,HAL,D,2015,4,PCOD
2.7816779808,SEI,HAL,R,2015,9,PCOD
72.8005399039,WG,TRW,D,2015,2,PCOD
190.7832882112,PWSI,HAL,R,2015,2,PCOD
6.6790795989,PWSI,HAL,D,2015,12,PCOD
1846.6598926195,CG,HAL,R,2015,3,PCOD
23.4652121007,CG,HAL,D,2015,3,PCOD
2986.0567814599,CG,TRW,R,2015,3,PCOD
0.0757499258,SE,HAL,R,2015,8,PCOD
1110.2408630798,CG,POT,R,2015,12,PCOD
1156.0058439395,CG,TRW,R,2015,4,PCOD
3004.0098672671,CG,TRW,R,2015,2,PCOD
14.5181933086,WG,HAL,D,2015,9,PCOD
23.7154063574,CG,HAL,D,2015,1,PCOD
13.7489628761,WY,HAL,D,2015,4,PCOD
0.006136838,SE,JIG,R,2015,8,PCOD
0.4187791556,WY,TRW,R,2015,2,PCOD
45.5989929669,WG,JIG,R,2015,3,PCOD
10.1174716441,WG,HAL,D,2015,3,PCOD
616.465117692,WG,HAL,R,2015,10,PCOD
86.7167580513,CG,TRW,D,2015,9,PCOD
1171.6461801075,CG,POT,R,2015,11,PCOD
10.5430917502,CG,POT,D,2015,11,PCOD
360.7207020306,CG,TRW,R,2015,8,PCOD
0.1990252236,SEI,JIG,R,2015,5,PCOD
290.5675238032,CG,TRW,R,2015,6,PCOD
130.4999133967,WG,JIG,R,2015,6,PCOD
217.1878951947,WG,POT,R,2015,12,PCOD
1.1976594,WG,TRW,D,2015,7,PCOD
0.1591831508,WY,HAL,R,2015,7,PCOD
25.754789629,CG,JIG,R,2015,7,PCOD
3.3e-8,PWSI,TRW,D,2015,6,PCOD
1.9816198861,WY,HAL,D,2015,10,PCOD
0.2227138537,WY,HAL,R,2015,3,PCOD
1.08995,WG,TRW,R,2015,5,PCOD
0.0013607771,SEI,JIG,R,2015,9,PCOD
0.3392240566,SE,HAL,D,2016,5,PCOD
151.9849285967,CG,JIG,R,2016,2,PCOD
3.2152812542,SEI,HAL,D,2016,4,PCOD
3.7323058235,WG,HAL,D,2016,6,PCOD
15.9139895966,SE,HAL,D,2016,6,PCOD
562.2649233036,CG,POT,R,2016,9,PCOD
0.4424130536,WG,POT,D,2016,10,PCOD
1246.1484345761,CG,TRW,R,2016,4,PCOD
1038.6834684972,CG,TRW,R,2016,9,PCOD
475.8159958536,CG,TRW,R,2016,5,PCOD
44.9564414003,WG,POT,D,2016,3,PCOD
326.3629353783,WG,HAL,R,2016,3,PCOD
3.8463433455,SEI,HAL,D,2016,3,PCOD
227.7573611174,WG,POT,R,2016,9,PCOD
2.3425725184,WG,TRW,R,2016,11,PCOD
43.3676724302,CG,TRW,R,2016,6,PCOD
0.5499909313,WY,HAL,R,2016,5,PCOD
77.149870999,SEI,HAL,R,2016,1,PCOD
3.2800364105,SEI,HAL,D,2016,1,PCOD
12.7932117731,PWSI,HAL,R,2016,6,PCOD
45.4808395693,PWSI,HAL,R,2016,5,PCOD
0.0826775,WG,TRW,D,2016,7,PCOD
0.671478455,WG,HAL,D,2016,1,PCOD
0.2152884,WG,TRW,D,2016,4,PCOD
6.9292929293,CG,HAL,R,2016,12,PCOD
0.1048069,CG,TRW,D,2016,4,PCOD
0.1548588699,WY,TRW,D,2016,7,PCOD
2.640528,WG,TRW,R,2016,5,PCOD
2.3609482858,SEI,POT,R,2016,11,PCOD
0.0653173013,PWSI,TRW,R,2017,3,PCOD
7.7785077978,WG,HAL,D,2017,7,PCOD
55.6080561422,WG,HAL,D,2017,3,PCOD
49.1591405917,WG,POT,D,2017,1,PCOD
39.2010911019,CG,JIG,R,2017,3,PCOD
8.3036285507,CG,TRW,R,2017,1,PCOD
2.8196782833,PWSI,HAL,R,2017,10,PCOD
1583.2393213566,CG,TRW,R,2017,4,PCOD
31.2990945116,WG,HAL,D,2017,11,PCOD
107.737099703,CG,TRW,R,2017,11,PCOD
146.5516438792,WG,HAL,R,2017,4,PCOD
9.1685980569,WG,HAL,D,2017,2,PCOD
0.3472830083,PWSI,HAL,D,2017,6,PCOD
0.1582944802,CG,JIG,R,2017,9,PCOD
0.0037027949,PWSI,HAL,R,2017,6,PCOD
0.0467200141,WY,HAL,R,2017,8,PCOD
1.1725919512,WY,HAL,D,2017,11,PCOD
6.015446637,WG,TRW,R,2017,4,PCOD
0.3300115916,CG,JIG,R,2017,8,PCOD
0.7562340784,PWSI,HAL,D,2018,6,PCOD
11.6431869997,CG,HAL,D,2018,5,PCOD
30.2021061288,CG,HAL,D,2018,10,PCOD
6.4241672721,WG,HAL,D,2018,6,PCOD
0.9189142686,PWSI,HAL,R,2018,7,PCOD
2.4522555219,SEI,HAL,D,2018,9,PCOD
2.9103967576,CG,JIG,R,2018,4,PCOD
2.1176764127,SEI,HAL,R,2018,8,PCOD
745.4103917645,CG,POT,R,2018,2,PCOD
11.0201333566,SEI,HAL,R,2018,11,PCOD
3.4440103199,WY,HAL,R,2018,4,PCOD
0.2678821045,SE,HAL,R,2018,9,PCOD
12.5232990107,CG,HAL,D,2018,2,PCOD
0.8476935162,PWSI,HAL,D,2018,8,PCOD
35.5632450435,CG,HAL,D,2018,4,PCOD
12.1755115349,CG,HAL,R,2018,4,PCOD
0.1006998203,SE,HAL,R,2018,10,PCOD
69.6435542216,PWSI,HAL,R,2018,12,PCOD
0.1682465908,CG,HAL,D,2018,1,PCOD
93.213657856,WG,TRW,R,2018,1,PCOD
39.2967138977,CG,TRW,D,2018,12,PCOD
144.6010819117,CG,POT,R,2018,11,PCOD
223.4979204809,CG,POT,R,2018,10,PCOD
7.3824472462,WG,JIG,R,2018,2,PCOD
70.0193878995,WG,JIG,R,2018,3,PCOD
0.003628739,WY,HAL,R,2018,10,PCOD
8.9241984549,WG,JIG,R,2018,10,PCOD
17.1138549803,CG,POT,R,2018,9,PCOD
0.1059925028,PWSI,JIG,R,2018,9,PCOD
136.2883074573,CG,JIG,R,2019,3,PCOD
14.0294638923,CG,HAL,R,2019,5,PCOD
9.0838806924,SEI,HAL,D,2019,6,PCOD
103.3298813554,CG,TRW,D,2019,11,PCOD
10.4302791839,CG,HAL,D,2019,8,PCOD
16.7521299341,CG,TRW,D,2019,5,PCOD
7.9837622694,CG,HAL,R,2019,6,PCOD
35.6552947474,PWSI,HAL,R,2019,3,PCOD
23.7415038828,WG,HAL,D,2019,10,PCOD
7.8702904689,WG,JIG,R,2019,1,PCOD
54.629555763,CG,TRW,R,2019,7,PCOD
10.5476526199,CG,HAL,R,2019,8,PCOD
0.4328066433,SE,HAL,D,2019,4,PCOD
23.3043458802,SEI,HAL,R,2019,3,PCOD
3.0739758131,CG,POT,D,2019,10,PCOD
0.33406507,PWSI,HAL,D,2019,2,PCOD
139.0019932386,WG,TRW,R,2019,1,PCOD
0.3474517554,SE,HAL,R,2019,7,PCOD
0.6064311686,SEI,HAL,D,2019,1,PCOD
14.0507179347,WG,HAL,R,2019,4,PCOD
0.3840427,CG,TRW,D,2019,7,PCOD
0.0068038855,WY,TRW,R,2019,3,PCOD
1.8787055406,WG,JIG,R,2019,10,PCOD
6.0396262773,CG,HAL,D,2020,8,PCOD
4.3001945221,CG,HAL,R,2020,7,PCOD
6.7120533258,SEI,HAL,D,2020,10,PCOD
9.3673166838,CG,HAL,D,2020,11,PCOD
7.5798844699,CG,HAL,D,2020,9,PCOD
15.354288231,PWSI,HAL,D,2020,5,PCOD
7.1452842588,WG,HAL,D,2020,5,PCOD
0.0521631225,WG,TRW,D,2020,10,PCOD
18.6661869251,CG,HAL,R,2020,3,PCOD
5.2178112386,SEI,HAL,R,2020,4,PCOD
3.5993564657,CG,HAL,R,2020,11,PCOD
3.5146095653,CG,HAL,R,2020,6,PCOD
39.4907514867,CG,TRW,R,2020,11,PCOD
293.9146003532,CG,TRW,R,2020,6,PCOD
43.769886077,WY,HAL,D,2020,4,PCOD
0.4427070788,WY,HAL,R,2020,4,PCOD
75.607172403,CG,TRW,R,2020,7,PCOD
0.9425725987,SE,POT,D,2020,10,PCOD
0.8282734593,SE,POT,D,2020,9,PCOD
0.0053968645,PWSI,HAL,D,2020,6,PCOD
0.1544435736,PWSI,HAL,R,2020,5,PCOD
0.0182344133,WG,HAL,R,2020,3,PCOD
0.0167829177,WY,TRW,R,2020,3,PCOD
1.379505e-4,PWSI,POT,D,2020,8,PCOD
26.5675530996,WG,JIG,R,2021,3,PCOD
0.3557386557,SEI,HAL,D,2021,8,PCOD
91.3408277706,CG,TRW,D,2021,11,PCOD
942.0529223862,CG,POT,R,2021,2,PCOD
6.4432731359,CG,HAL,D,2021,7,PCOD
16.5602732637,CG,JIG,R,2021,2,PCOD
95.828646889,CG,HAL,D,2021,9,PCOD
0.2659231554,WY,HAL,R,2021,6,PCOD
6.9721188117,WY,HAL,D,2021,6,PCOD
552.1560202617,CG,TRW,R,2021,2,PCOD
806.9292938748,WG,POT,R,2021,1,PCOD
18.9971249853,CG,HAL,D,2021,8,PCOD
0.5167687152,WY,HAL,R,2021,5,PCOD
