TONS,MONTH,SEASON,QUARTER,TRIMESTER,GEAR,YEAR,AREA,WED,STATE
0.7367173218,8,3,3,2,HAL,2020,630,2020-08-01T08:00:00Z,F
0.0324676046,9,4,3,3,POT,2020,620,2020-09-12T08:00:00Z,F
0.134535497,3,2,1,1,HAL,2020,650,2020-03-21T08:00:00Z,S
66.9583451456,4,2,2,1,TRW,2020,630,2020-04-11T08:00:00Z,F
36.8333389308,11,5,4,3,TRW,2020,630,2020-11-07T09:00:00Z,F
0.711550377,7,3,3,2,HAL,2020,630,2020-07-11T08:00:00Z,F
0.0015250966,6,3,2,2,HAL,2020,630,2020-06-13T08:00:00Z,S
0.4197875293,10,4,4,3,POT,2020,630,2020-10-31T08:00:00Z,F
0.4646394554,10,4,4,3,HAL,2020,650,2020-10-17T08:00:00Z,S
0.0221215331,11,5,4,3,HAL,2020,650,2020-11-07T09:00:00Z,S
48.6885689669,4,2,2,1,TRW,2020,630,2020-04-25T08:00:00Z,F
19.3667274073,3,2,1,1,TRW,2020,630,2020-03-21T08:00:00Z,F
26.2780979411,3,2,1,1,TRW,2020,630,2020-03-28T08:00:00Z,F
0.0126037615,11,5,4,3,POT,2020,620,2020-11-07T09:00:00Z,F
0.1397833972,5,3,2,2,HAL,2020,659,2020-05-30T08:00:00Z,S
6.2140875306,9,4,3,3,HAL,2020,610,2020-09-26T08:00:00Z,S
0.6476898927,4,2,2,1,HAL,2020,630,2020-04-11T08:00:00Z,F
0.2652564002,4,2,2,1,HAL,2020,630,2020-04-11T08:00:00Z,S
0.4111248783,4,2,2,1,HAL,2020,630,2020-04-25T08:00:00Z,S
0.4520186822,11,5,4,3,HAL,2020,630,2020-11-07T09:00:00Z,F
113.6930611451,10,4,4,3,TRW,2020,630,2020-10-10T08:00:00Z,F
0.4018828397,10,4,4,3,TRW,2020,620,2020-10-24T08:00:00Z,F
48.6565106407,5,3,2,2,TRW,2020,630,2020-05-02T08:00:00Z,F
0.1592294358,9,4,3,3,HAL,2020,630,2020-09-05T08:00:00Z,F
0.1001394351,11,5,4,3,POT,2020,630,2020-11-14T09:00:00Z,S
0.0853734326,9,4,3,3,HAL,2020,630,2020-09-05T08:00:00Z,F
0.2724653956,9,4,3,3,HAL,2020,630,2020-09-12T08:00:00Z,F
8.719222e-4,10,4,4,3,POT,2020,659,2020-10-24T08:00:00Z,S
25.2644709267,6,3,2,2,TRW,2020,620,2020-06-27T08:00:00Z,F
1.4858481501,1,1,1,1,TRW,2020,630,2020-01-25T09:00:00Z,F
0.0137152708,5,3,2,2,HAL,2020,630,2020-05-30T08:00:00Z,F
16.6971134278,6,3,2,2,TRW,2020,630,2020-06-13T08:00:00Z,F
0.196525837,11,5,4,3,HAL,2020,630,2020-11-07T09:00:00Z,S
0.0840025297,6,3,2,2,HAL,2020,650,2020-06-13T08:00:00Z,F
0.1672734389,12,5,4,3,HAL,2020,659,2020-12-26T09:00:00Z,S
0.3336588444,6,3,2,2,HAL,2020,659,2020-06-20T08:00:00Z,S
1.3127022574,8,3,3,2,HAL,2020,610,2020-08-08T08:00:00Z,S
0.6921819567,10,4,4,3,TRW,2020,620,2020-10-31T08:00:00Z,F
4.0633545064,10,4,4,3,JIG,2020,610,2020-10-10T08:00:00Z,S
10.9255590752,10,4,4,3,JIG,2020,610,2020-10-31T08:00:00Z,S
0.216022831,4,2,2,1,HAL,2020,630,2020-04-04T08:00:00Z,F
0.0157999727,7,3,3,2,HAL,2020,640,2020-07-25T08:00:00Z,S
0.0249475803,7,3,3,2,HAL,2020,650,2020-07-04T08:00:00Z,S
0.1209394528,8,3,3,2,HAL,2020,650,2020-08-22T08:00:00Z,S
0.0393421953,4,2,2,1,HAL,2020,649,2020-04-11T08:00:00Z,S
0.4314959417,8,3,3,2,HAL,2020,610,2020-08-15T08:00:00Z,S
0.0254011727,8,3,3,2,HAL,2020,610,2020-08-15T08:00:00Z,F
1.0938056009,8,3,3,2,HAL,2020,649,2020-08-15T08:00:00Z,S
0.0213429696,7,3,3,2,HAL,2020,640,2020-07-25T08:00:00Z,F
0.0345824312,8,3,3,2,HAL,2020,640,2020-08-01T08:00:00Z,S
0.0231424679,8,3,3,2,HAL,2020,640,2020-08-01T08:00:00Z,S
19.7534941211,2,1,1,1,HAL,2020,659,2020-02-15T09:00:00Z,S
5.8489911539,5,3,2,2,HAL,2020,630,2020-05-16T08:00:00Z,S
0.4443685283,10,4,4,3,HAL,2020,650,2020-10-10T08:00:00Z,S
17.2107973262,5,3,2,2,TRW,2020,620,2020-05-02T08:00:00Z,F
0.9715572805,5,3,2,2,HAL,2020,610,2020-05-16T08:00:00Z,F
0.2616815967,6,3,2,2,HAL,2020,630,2020-06-20T08:00:00Z,F
0.0566990462,8,3,3,2,HAL,2020,610,2020-08-22T08:00:00Z,S
1.0986562622,9,4,3,3,HAL,2020,649,2020-09-19T08:00:00Z,S
1.236122628,3,2,1,1,TRW,2020,630,2020-03-14T08:00:00Z,F
0.1709163146,2,1,1,1,TRW,2020,620,2020-02-15T09:00:00Z,F
0.0099790321,6,3,2,2,HAL,2020,640,2020-06-06T08:00:00Z,S
3.5334585094,5,3,2,2,HAL,2020,640,2020-05-16T08:00:00Z,S
0.0035844961,6,3,2,2,HAL,2020,630,2020-06-06T08:00:00Z,S
0.0694181466,6,3,2,2,HAL,2020,630,2020-06-27T08:00:00Z,F
1.8486809721,5,3,2,2,HAL,2020,650,2020-05-02T08:00:00Z,S
0.4191739035,4,2,2,1,HAL,2020,620,2020-04-18T08:00:00Z,S
0.321212627,4,2,2,1,HAL,2020,620,2020-04-18T08:00:00Z,F
1.18629,7,3,3,2,TRW,2020,620,2020-07-11T08:00:00Z,F
0.0058430259,10,4,4,3,POT,2020,610,2020-10-10T08:00:00Z,F
0.0028528506,7,3,3,2,HAL,2020,610,2020-07-25T08:00:00Z,F
0.0033332896,10,4,4,3,POT,2020,649,2020-10-03T08:00:00Z,S
5.3124738374,5,3,2,2,JIG,2020,620,2020-05-23T08:00:00Z,S
0.1933136625,8,3,3,2,HAL,2020,659,2020-08-22T08:00:00Z,S
0.1978196371,10,4,4,3,HAL,2020,630,2020-10-24T08:00:00Z,S
0.0308442812,7,3,3,2,HAL,2020,659,2020-07-04T08:00:00Z,S
0.4629622562,4,2,2,1,HAL,2020,640,2020-04-18T08:00:00Z,S
0.0035049735,10,4,4,3,POT,2020,610,2020-10-03T08:00:00Z,F
0.5674995967,4,2,2,1,HAL,2020,620,2020-04-18T08:00:00Z,S
0.7828050638,5,3,2,2,HAL,2020,610,2020-05-23T08:00:00Z,F
0.0226796184,6,3,2,2,HAL,2020,610,2020-06-20T08:00:00Z,S
0.2468838471,10,4,4,3,HAL,2020,630,2020-10-17T08:00:00Z,F
0.2129222608,8,3,3,2,HAL,2020,620,2020-08-08T08:00:00Z,F
1.0813408007,2,1,1,1,HAL,2020,630,2020-02-08T09:00:00Z,S
0.0197262212,5,3,2,2,HAL,2020,649,2020-05-30T08:00:00Z,S
3.1066448851,4,2,2,1,JIG,2020,649,2020-04-04T08:00:00Z,S
1.379505e-4,8,3,3,2,POT,2020,649,2020-08-01T08:00:00Z,S
0.7803640161,2,1,1,1,JIG,2020,630,2020-02-08T09:00:00Z,S
0.0277887871,6,3,2,2,HAL,2020,610,2020-06-06T08:00:00Z,F
0.0403514598,6,3,2,2,HAL,2020,630,2020-06-20T08:00:00Z,S
0.0236053172,10,4,4,3,HAL,2020,640,2020-10-10T08:00:00Z,S
0.2671730838,11,5,4,3,POT,2020,650,2020-11-07T09:00:00Z,F
0.0359573115,9,4,3,3,HAL,2020,640,2020-09-19T08:00:00Z,S
0.007257478,5,3,2,2,HAL,2020,649,2020-05-16T08:00:00Z,S
0.3753945442,7,3,3,2,HAL,2020,649,2020-07-11T08:00:00Z,S
0.0071175977,9,4,3,3,HAL,2020,649,2020-09-05T08:00:00Z,S
0.0205817967,6,3,2,2,HAL,2020,610,2020-06-27T08:00:00Z,F
0.6339293191,7,3,3,2,POT,2020,640,2020-07-04T08:00:00Z,F
22.1745596587,11,5,4,3,TRW,2020,630,2020-11-14T09:00:00Z,F
0.0185972872,10,4,4,3,HAL,2020,650,2020-10-24T08:00:00Z,S
2.2240837309,5,3,2,2,HAL,2020,610,2020-05-09T08:00:00Z,S
0.0848217732,10,4,4,3,HAL,2020,650,2020-10-03T08:00:00Z,F
3.2528311029,9,4,3,3,TRW,2020,620,2020-09-26T08:00:00Z,F
3.343984813,4,2,2,1,TRW,2020,630,2020-04-04T08:00:00Z,F
0.0848217731,5,3,2,2,HAL,2020,640,2020-05-09T08:00:00Z,F
0.0156018,6,3,2,2,HAL,2020,610,2020-06-27T08:00:00Z,S
0.2897457341,9,4,3,3,TRW,2020,630,2020-09-12T08:00:00Z,S
0.9567604404,3,2,1,1,TRW,2020,620,2020-03-14T08:00:00Z,F
0.9805667896,2,1,1,1,HAL,2020,649,2020-02-08T09:00:00Z,S
0.0861825503,7,3,3,2,HAL,2020,640,2020-07-11T08:00:00Z,S
0.0124347211,7,3,3,2,HAL,2020,640,2020-07-11T08:00:00Z,S
2.37727,7,3,3,2,TRW,2020,630,2020-07-04T08:00:00Z,F
0.0168806923,9,4,3,3,HAL,2020,640,2020-09-05T08:00:00Z,S
0.0115712339,7,3,3,2,POT,2020,610,2020-07-04T08:00:00Z,F
35.3815934081,5,3,2,2,JIG,2021,610,2021-05-15T08:00:00Z,S
35.7899315522,7,3,3,2,TRW,2021,630,2021-07-31T08:00:00Z,F
0.028122727,7,3,3,2,HAL,2021,659,2021-07-03T08:00:00Z,S
1.591299377,11,5,4,3,TRW,2021,630,2021-11-06T08:00:00Z,F
0.4924559249,8,3,3,2,HAL,2021,659,2021-08-21T08:00:00Z,S
0.4823018167,7,3,3,2,HAL,2021,630,2021-07-03T08:00:00Z,F
75.366686522,4,2,2,1,JIG,2021,630,2021-04-03T08:00:00Z,S
2.9089619248,2,1,1,1,JIG,2021,630,2021-02-20T09:00:00Z,S
51.4577401298,3,2,1,1,JIG,2021,630,2021-03-20T08:00:00Z,S
71.2560036817,9,4,3,3,HAL,2021,630,2021-09-04T08:00:00Z,S
2.1717858553,10,4,4,3,HAL,2021,630,2021-10-02T08:00:00Z,F
12.2928901322,2,1,1,1,JIG,2021,630,2021-02-27T09:00:00Z,S
0.8350542962,2,1,1,1,JIG,2021,630,2021-02-13T09:00:00Z,S
0.3566143212,6,3,2,2,HAL,2021,650,2021-06-05T08:00:00Z,S
77.9110897795,10,4,4,3,TRW,2021,630,2021-10-30T08:00:00Z,F
0.0226796184,7,3,3,2,HAL,2021,650,2021-07-17T08:00:00Z,S
0.1800761709,8,3,3,2,HAL,2021,650,2021-08-21T08:00:00Z,S
0.0107766819,10,4,4,3,HAL,2021,650,2021-10-02T08:00:00Z,S
0.0399161286,3,2,1,1,HAL,2021,650,2021-03-20T08:00:00Z,S
0.3719457433,9,4,3,3,HAL,2021,650,2021-09-25T08:00:00Z,S
0.0154667518,9,4,3,3,HAL,2021,650,2021-09-04T08:00:00Z,S
2.9672999789,3,2,1,1,POT,2021,610,2021-03-13T09:00:00Z,S
0.8890847918,3,2,1,1,HAL,2021,659,2021-03-20T08:00:00Z,S
1.7216286471,6,3,2,2,HAL,2021,659,2021-06-05T08:00:00Z,S
1.1577845217,5,3,2,2,HAL,2021,630,2021-05-22T08:00:00Z,F
8.0334722335,10,4,4,3,TRW,2021,630,2021-10-30T08:00:00Z,F
0.3435848986,10,4,4,3,HAL,2021,659,2021-10-30T08:00:00Z,S
0.1060624441,4,2,2,1,HAL,2021,620,2021-04-24T08:00:00Z,S
7.3280945342,6,3,2,2,HAL,2021,620,2021-06-05T08:00:00Z,F
0.0090718474,7,3,3,2,POT,2021,620,2021-07-10T08:00:00Z,F
3.3205350887,9,4,3,3,HAL,2021,610,2021-09-25T08:00:00Z,F
0.3588878878,9,4,3,3,HAL,2021,610,2021-09-04T08:00:00Z,F
5.1615256958,2,1,1,1,HAL,2021,630,2021-02-06T09:00:00Z,F
6.5283464998,12,5,4,3,TRW,2021,630,2021-12-04T09:00:00Z,F
4.0938655818,5,3,2,2,HAL,2021,650,2021-05-22T08:00:00Z,F
1.8303840677,9,4,3,3,HAL,2021,610,2021-09-25T08:00:00Z,S
1.413740764,3,2,1,1,HAL,2021,620,2021-03-27T08:00:00Z,S
0.5675485316,5,3,2,2,HAL,2021,650,2021-05-15T08:00:00Z,S
0.4462032453,2,1,1,1,POT,2021,630,2021-02-06T09:00:00Z,S
0.232557774,11,5,4,3,POT,2021,610,2021-11-13T09:00:00Z,F
0.2475225791,5,3,2,2,HAL,2021,640,2021-05-15T08:00:00Z,F
0.5666016689,10,4,4,3,TRW,2021,620,2021-10-02T08:00:00Z,F
3.8262784372,10,4,4,3,TRW,2021,610,2021-10-16T08:00:00Z,S
0.2924282239,9,4,3,3,HAL,2021,620,2021-09-11T08:00:00Z,F
23.4281384804,9,4,3,3,HAL,2021,630,2021-09-11T08:00:00Z,S
90.5772123762,3,2,1,1,HAL,2021,630,2021-03-13T09:00:00Z,S
130.4045664293,3,2,1,1,TRW,2021,610,2021-03-27T08:00:00Z,F
0.9735314732,3,2,1,1,HAL,2021,640,2021-03-20T08:00:00Z,F
0.5255962327,7,3,3,2,HAL,2021,620,2021-07-03T08:00:00Z,F
0.6509075492,7,3,3,2,HAL,2021,620,2021-07-31T08:00:00Z,S
0.0794249497,7,3,3,2,HAL,2021,620,2021-07-31T08:00:00Z,S
0.0025854765,3,2,1,1,TRW,2021,620,2021-03-20T08:00:00Z,S
129.6098540831,3,2,1,1,POT,2021,620,2021-03-06T09:00:00Z,S
80.9266644248,2,1,1,1,HAL,2021,630,2021-02-27T09:00:00Z,F
0.185607088,9,4,3,3,HAL,2021,650,2021-09-04T08:00:00Z,F
39.7643861,6,3,2,2,TRW,2021,620,2021-06-12T08:00:00Z,F
24.3787395668,7,3,3,2,TRW,2021,620,2021-07-24T08:00:00Z,F
0.99100078,9,4,3,3,HAL,2021,649,2021-09-04T08:00:00Z,S
30.7925398,7,3,3,2,TRW,2021,620,2021-07-03T08:00:00Z,F
0.2666314057,6,3,2,2,HAL,2021,649,2021-06-26T08:00:00Z,S
0.5175199035,10,4,4,3,HAL,2021,650,2021-10-09T08:00:00Z,S
12.5765598843,9,4,3,3,HAL,2021,620,2021-09-25T08:00:00Z,F
0.2184291787,6,3,2,2,HAL,2021,630,2021-06-05T08:00:00Z,S
1.5225026652,6,3,2,2,HAL,2021,630,2021-06-19T08:00:00Z,F
1.2230445762,6,3,2,2,HAL,2021,630,2021-06-19T08:00:00Z,S
0.0361965576,8,3,3,2,HAL,2021,610,2021-08-07T08:00:00Z,S
0.0420392562,5,3,2,2,HAL,2021,630,2021-05-01T08:00:00Z,S
19.1340456087,10,4,4,3,HAL,2021,630,2021-10-16T08:00:00Z,F
0.0142111964,7,3,3,2,HAL,2021,610,2021-07-10T08:00:00Z,F
3.3188150303,3,2,1,1,HAL,2021,659,2021-03-27T08:00:00Z,S
0.271901254,3,2,1,1,HAL,2021,659,2021-03-27T08:00:00Z,S
7.1690736928,3,2,1,1,JIG,2021,630,2021-03-06T09:00:00Z,F
0.0179669654,4,2,2,1,POT,2021,630,2021-04-03T08:00:00Z,S
0.0482456121,8,3,3,2,HAL,2021,610,2021-08-14T08:00:00Z,F
7.9091707408,10,4,4,3,HAL,2021,630,2021-10-16T08:00:00Z,S
0.3645912111,8,3,3,2,HAL,2021,610,2021-08-07T08:00:00Z,F
0.4656903092,12,5,4,3,HAL,2021,620,2021-12-04T09:00:00Z,S
0.245852722,12,5,4,3,HAL,2021,620,2021-12-04T09:00:00Z,F
0.8378637597,9,4,3,3,HAL,2021,649,2021-09-18T08:00:00Z,S
2.0928995306,6,3,2,2,HAL,2021,640,2021-06-05T08:00:00Z,S
0.0792389891,2,1,1,1,HAL,2021,630,2021-02-13T09:00:00Z,S
0.036082885,10,4,4,3,POT,2021,659,2021-10-23T08:00:00Z,S
0.2645159715,4,2,2,1,HAL,2021,650,2021-04-24T08:00:00Z,F
0.124506477,4,2,2,1,HAL,2021,649,2021-04-17T08:00:00Z,S
21.7723010147,4,2,2,1,TRW,2021,620,2021-04-03T08:00:00Z,F
0.2460548955,7,3,3,2,HAL,2021,650,2021-07-10T08:00:00Z,F
0.6952520507,8,3,3,2,HAL,2021,649,2021-08-21T08:00:00Z,S
0.9973316875,10,4,4,3,HAL,2021,620,2021-10-16T08:00:00Z,F
1.1333458956,10,4,4,3,TRW,2021,630,2021-10-02T08:00:00Z,S
0.2952886328,10,4,4,3,TRW,2021,610,2021-10-09T08:00:00Z,S
1.3629987869,2,1,1,1,TRW,2021,610,2021-02-06T09:00:00Z,S
0.4049557454,10,4,4,3,HAL,2021,640,2021-10-02T08:00:00Z,F
0.1520040141,9,4,3,3,POT,2021,630,2021-09-18T08:00:00Z,F
1.1245462036,10,4,4,3,TRW,2021,620,2021-10-23T08:00:00Z,S
1.3161922251,3,2,1,1,HAL,2021,620,2021-03-06T09:00:00Z,F
0.5198449138,2,1,1,1,HAL,2021,620,2021-02-27T09:00:00Z,F
7.2030931205,2,1,1,1,HAL,2021,630,2021-02-27T09:00:00Z,S
0.1342771189,12,5,4,3,POT,2021,630,2021-12-31T09:00:00Z,F
0.9432869901,8,3,3,2,HAL,2021,649,2021-08-21T08:00:00Z,S
0.5626119076,6,3,2,2,HAL,2021,649,2021-06-05T08:00:00Z,S
0.5410136928,10,4,4,3,HAL,2021,610,2021-10-09T08:00:00Z,S
0.9906798653,2,1,1,1,POT,2021,620,2021-02-13T09:00:00Z,S
0.533404536,9,4,3,3,HAL,2021,610,2021-09-18T08:00:00Z,F
0.1723188157,9,4,3,3,HAL,2021,620,2021-09-18T08:00:00Z,S
5.812582e-4,12,5,4,3,POT,2021,630,2021-12-25T09:00:00Z,S
0.4558603318,7,3,3,2,HAL,2021,610,2021-07-10T08:00:00Z,S
0.057606231,3,2,1,1,HAL,2021,650,2021-03-06T09:00:00Z,S
0.181436948,4,2,2,1,HAL,2021,620,2021-04-24T08:00:00Z,F
0.0171623966,7,3,3,2,HAL,2021,610,2021-07-31T08:00:00Z,S
0.0022282723,8,3,3,2,HAL,2021,650,2021-08-21T08:00:00Z,F
9.9785692906,5,3,2,2,JIG,2021,620,2021-05-08T08:00:00Z,S
6.223612e-4,6,3,2,2,HAL,2021,650,2021-06-26T08:00:00Z,F
0.4081671,7,3,3,2,TRW,2021,640,2021-07-24T08:00:00Z,F
0.0541973604,5,3,2,2,POT,2021,640,2021-05-01T08:00:00Z,F
0.0193858449,7,3,3,2,HAL,2021,650,2021-07-17T08:00:00Z,S
0.0230109124,1,1,1,1,HAL,2021,659,2021-01-16T09:00:00Z,S
0.643647573,9,4,3,3,HAL,2021,630,2021-09-11T08:00:00Z,F
63.5269999665,1,1,1,1,POT,2021,610,2021-01-09T09:00:00Z,S
1.1775257925,8,3,3,2,HAL,2021,650,2021-08-14T08:00:00Z,S
0.191958075,9,4,3,3,HAL,2021,649,2021-09-11T08:00:00Z,S
11.9572502924,6,3,2,2,JIG,2021,610,2021-06-26T08:00:00Z,S
4.4285426492,7,3,3,2,JIG,2021,610,2021-07-03T08:00:00Z,S
0.0032811765,7,3,3,2,HAL,2021,620,2021-07-24T08:00:00Z,S
0.333042955,8,3,3,2,HAL,2021,649,2021-08-28T08:00:00Z,S
0.090718474,6,3,2,2,POT,2021,620,2021-06-05T08:00:00Z,F
64.2842215148,11,5,4,3,POT,2021,630,2021-11-13T09:00:00Z,F
0.1873614197,8,3,3,2,HAL,2021,640,2021-08-28T08:00:00Z,S
0.136077711,10,4,4,3,HAL,2021,649,2021-10-30T08:00:00Z,S
0.0051839128,11,5,4,3,HAL,2021,630,2021-11-27T09:00:00Z,S
0.0132145568,8,3,3,2,POT,2021,630,2021-08-21T08:00:00Z,F
13.0542032689,11,5,4,3,POT,2021,610,2021-11-06T08:00:00Z,F
1.81436948,2,1,1,1,POT,2021,620,2021-02-06T09:00:00Z,S
0.0428951522,4,2,2,1,POT,2021,640,2021-04-17T08:00:00Z,F
0.0027215542,2,1,1,1,TRW,2021,649,2021-02-13T09:00:00Z,S
7.2198297533,11,5,4,3,HAL,2021,659,2021-11-20T09:00:00Z,S
0.6085857647,6,3,2,2,HAL,2021,610,2021-06-12T08:00:00Z,S
0.9037133698,6,3,2,2,HAL,2021,610,2021-06-12T08:00:00Z,S
8.4706060851,7,3,3,2,JIG,2021,630,2021-07-03T08:00:00Z,S
0.7142575,9,4,3,3,TRW,2021,620,2021-09-18T08:00:00Z,F
0.0332516,5,3,2,2,TRW,2021,620,2021-05-29T08:00:00Z,F
3.69786,9,4,3,3,TRW,2021,620,2021-09-04T08:00:00Z,F
2.1145125164,12,5,4,3,HAL,2021,659,2021-12-18T09:00:00Z,S
0.0055079073,4,2,2,1,TRW,2021,630,2021-04-03T08:00:00Z,S
31.8644011431,12,5,4,3,POT,2021,610,2021-12-31T09:00:00Z,F
0.0309479595,6,3,2,2,HAL,2021,650,2021-06-05T08:00:00Z,F
0.1174936518,11,5,4,3,HAL,2021,649,2021-11-13T09:00:00Z,S
2.4329918159,3,2,1,1,HAL,2021,610,2021-03-06T09:00:00Z,F
0.1124723938,7,3,3,2,JIG,2021,630,2021-07-17T08:00:00Z,S
0.0280305,10,4,4,3,TRW,2021,610,2021-10-23T08:00:00Z,F
0.023499,8,3,3,2,TRW,2021,610,2021-08-14T08:00:00Z,F
0.1115547,8,3,3,2,TRW,2021,610,2021-08-21T08:00:00Z,F
0.386521733,7,3,3,2,HAL,2022,630,2022-07-02T08:00:00Z,S
0.3589498591,3,2,1,1,TRW,2022,620,2022-03-19T08:00:00Z,F
2.3489136818,2,1,1,1,HAL,2022,630,2022-02-26T09:00:00Z,S
2.3783103701,3,2,1,1,HAL,2022,630,2022-03-12T09:00:00Z,F
2.316041147,10,4,4,3,HAL,2022,630,2022-10-29T08:00:00Z,S
23.7343499051,9,4,3,3,HAL,2022,630,2022-09-17T08:00:00Z,S
11.8810028035,4,2,2,1,TRW,2022,620,2022-04-02T08:00:00Z,F
25.235253722,9,4,3,3,HAL,2022,630,2022-09-17T08:00:00Z,F
23.0239487996,9,4,3,3,TRW,2022,630,2022-09-03T08:00:00Z,F
2.5079988162,8,3,3,2,HAL,2022,630,2022-08-20T08:00:00Z,S
0.518807844,6,3,2,2,HAL,2022,630,2022-06-04T08:00:00Z,F
0.3949296005,10,4,4,3,POT,2022,630,2022-10-08T08:00:00Z,F
0.0041280402,7,3,3,2,HAL,2022,630,2022-07-23T08:00:00Z,S
0.1285027185,9,4,3,3,TRW,2022,620,2022-09-10T08:00:00Z,S
0.7985736153,1,1,1,1,POT,2022,630,2022-01-29T09:00:00Z,F
0.2038165947,5,3,2,2,HAL,2022,620,2022-05-21T08:00:00Z,S
1.399656456,11,5,4,3,HAL,2022,630,2022-11-26T09:00:00Z,F
1.7204758591,10,4,4,3,TRW,2022,620,2022-10-15T08:00:00Z,F
3.9064485743,9,4,3,3,POT,2022,630,2022-09-24T08:00:00Z,S
23.0401781493,12,5,4,3,HAL,2022,630,2022-12-03T09:00:00Z,S
10.1658056321,10,4,4,3,HAL,2022,630,2022-10-08T08:00:00Z,F
1.5271714539,6,3,2,2,HAL,2022,630,2022-06-25T08:00:00Z,F
2.008650454,2,1,1,1,HAL,2022,630,2022-02-12T09:00:00Z,F
5.6538567981,10,4,4,3,HAL,2022,630,2022-10-08T08:00:00Z,S
132.7439042787,2,1,1,1,POT,2022,630,2022-02-05T09:00:00Z,S
76.1118739871,4,2,2,1,HAL,2022,630,2022-04-02T08:00:00Z,S
0.1182358959,4,2,2,1,HAL,2022,649,2022-04-09T08:00:00Z,S
0.2428015158,6,3,2,2,HAL,2022,659,2022-06-25T08:00:00Z,S
2.4080334998,8,3,3,2,HAL,2022,659,2022-08-27T08:00:00Z,S
11.5129908166,9,4,3,3,TRW,2022,610,2022-09-17T08:00:00Z,F
0.3359010539,3,2,1,1,HAL,2022,659,2022-03-12T09:00:00Z,S
0.1156016683,5,3,2,2,HAL,2022,659,2022-05-07T08:00:00Z,S
0.2864337154,10,4,4,3,HAL,2022,659,2022-10-01T08:00:00Z,S
4.5412981437,10,4,4,3,HAL,2022,610,2022-10-15T08:00:00Z,S
2.0104193147,10,4,4,3,HAL,2022,610,2022-10-08T08:00:00Z,F
245.2023153853,4,2,2,1,POT,2022,620,2022-04-09T08:00:00Z,S
119.7942077663,3,2,1,1,POT,2022,620,2022-03-19T08:00:00Z,S
77.0569111306,6,3,2,2,TRW,2022,630,2022-06-18T08:00:00Z,F
0.2114236561,6,3,2,2,HAL,2022,640,2022-06-04T08:00:00Z,F
56.3238105811,7,3,3,2,TRW,2022,630,2022-07-02T08:00:00Z,F
0.292402016,10,4,4,3,HAL,2022,650,2022-10-01T08:00:00Z,S
77.1771217827,4,2,2,1,JIG,2022,630,2022-04-09T08:00:00Z,S
0.4378554918,7,3,3,2,JIG,2022,630,2022-07-23T08:00:00Z,S
1.4944605511,7,3,3,2,HAL,2022,640,2022-07-16T08:00:00Z,F
16.7581744,7,3,3,2,TRW,2022,620,2022-07-30T08:00:00Z,F
11.2217826639,3,2,1,1,JIG,2022,630,2022-03-05T09:00:00Z,S
16.2071330897,2,1,1,1,HAL,2022,649,2022-02-19T09:00:00Z,S
0.8627517748,3,2,1,1,HAL,2022,649,2022-03-12T09:00:00Z,S
0.2013950123,10,4,4,3,HAL,2022,650,2022-10-01T08:00:00Z,F
1.1287480177,6,3,2,2,HAL,2022,630,2022-06-11T08:00:00Z,F
0.0058320872,1,1,1,1,POT,2022,610,2022-01-22T09:00:00Z,F
26.9586608069,1,1,1,1,POT,2022,610,2022-01-15T09:00:00Z,S
0.4234767308,10,4,4,3,POT,2022,610,2022-10-22T08:00:00Z,F
0.1096952977,5,3,2,2,HAL,2022,610,2022-05-21T08:00:00Z,F
2.4625240203,5,3,2,2,HAL,2022,610,2022-05-14T08:00:00Z,S
0.2371419325,9,4,3,3,HAL,2022,649,2022-09-24T08:00:00Z,S
0.3036201122,9,4,3,3,HAL,2022,650,2022-09-17T08:00:00Z,S
0.1215734945,8,3,3,2,HAL,2022,640,2022-08-20T08:00:00Z,S
0.1660867708,5,3,2,2,HAL,2022,649,2022-05-14T08:00:00Z,S
8.7895092921,4,2,2,1,JIG,2022,630,2022-04-23T08:00:00Z,S
122.1265056767,11,5,4,3,TRW,2022,630,2022-11-12T09:00:00Z,F
0.4445285752,5,3,2,2,HAL,2022,630,2022-05-28T08:00:00Z,S
0.1356860849,1,1,1,1,HAL,2022,630,2022-01-22T09:00:00Z,S
8.5553528882,2,1,1,1,TRW,2022,630,2022-02-26T09:00:00Z,F
0.2342970451,2,1,1,1,TRW,2022,630,2022-02-05T09:00:00Z,F
12.6941135903,2,1,1,1,TRW,2022,630,2022-02-19T09:00:00Z,F
0.6364178661,5,3,2,2,HAL,2022,630,2022-05-21T08:00:00Z,F
0.017743318,1,1,1,1,HAL,2022,630,2022-01-15T09:00:00Z,S
153.0288836884,10,4,4,3,TRW,2022,630,2022-10-29T08:00:00Z,F
6.7286963491,11,5,4,3,HAL,2022,610,2022-11-05T08:00:00Z,F
0.1311404473,6,3,2,2,HAL,2022,610,2022-06-04T08:00:00Z,S
0.1368972712,6,3,2,2,HAL,2022,610,2022-06-04T08:00:00Z,F
0.1980427383,10,4,4,3,HAL,2022,650,2022-10-08T08:00:00Z,S
9.593611628,7,3,3,2,HAL,2022,610,2022-07-16T08:00:00Z,S
3.207546045,2,1,1,1,JIG,2022,630,2022-02-26T09:00:00Z,S
0.1970442283,4,2,2,1,HAL,2022,640,2022-04-30T08:00:00Z,S
0.1379437347,4,2,2,1,HAL,2022,650,2022-04-16T08:00:00Z,S
