year,country,vessel_number,vessel_name,cruise_number,area_code,geographic_area_name,council_sablefish_management_area,species_code,common_name,sex,length,rpn,rpw,last_modified_date,akfin_load_date
1990,United States,81,Ocean Prowler,199001,36,Amatuli Gully,Central Gulf of Alaska,21720,Pacific cod,2,59,159.348280137937,435.475232421499,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,36,Amatuli Gully,Central Gulf of Alaska,21720,Pacific cod,2,60,241.268494627735,678.203006730003,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,36,Amatuli Gully,Central Gulf of Alaska,21720,Pacific cod,2,61,336.877462710497,939.488146182902,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,65,85.1719932716569,269.680484288932,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,66,113.562657695542,359.57397905191,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,67,56.7813288477712,179.786989525955,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,68,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,69,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,70,528.846153846154,2167.82471181639,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,71,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,72,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,73,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,74,7.44117647058824,36.4590651339114,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,77,56.7813288477712,179.786989525955,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,55,Dixon Entrance,East Yakutat/Southeast,21720,Pacific cod,2,81,28.3906644238856,89.8934947629775,2021-07-24T02:52:46Z,2023-09-12T20:09:23Z
1990,United States,81,Ocean Prowler,199001,25,Shumagin Slope,Western Gulf of Alaska,21720,Pacific cod,2,70,569.977461270436,1743.28878411666,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,25,Shumagin Slope,Western Gulf of Alaska,21720,Pacific cod,2,71,466.082430516133,1422.44956063042,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,25,Shumagin Slope,Western Gulf of Alaska,21720,Pacific cod,2,72,377.530786395272,1146.18172982417,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,25,Shumagin Slope,Western Gulf of Alaska,21720,Pacific cod,2,73,303.049927027369,926.014010746952,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,48,Iphigenia Gully,East Yakutat/Southeast,21720,Pacific cod,1,39,13.8193799564081,48.0263398767609,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,48,Iphigenia Gully,East Yakutat/Southeast,21720,Pacific cod,1,41,5.17304607982234,13.1153743021981,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,48,Iphigenia Gully,East Yakutat/Southeast,21720,Pacific cod,1,44,10.3460921596447,26.2307486043962,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,48,Iphigenia Gully,East Yakutat/Southeast,21720,Pacific cod,1,46,5.17304607982234,13.1153743021981,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,44,109.392319882827,324.363039000906,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,45,18.2320533138045,54.060506500151,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,46,54.6961599414135,162.181519500453,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,47,109.392319882827,324.363039000906,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,48,72.928213255218,216.242026000604,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,49,149.004267759502,441.903494722149,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,50,203.700427700916,604.085014222602,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,51,176.679844820505,524.222329385124,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,52,246.460216826657,731.044912664786,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,53,210.651104379639,625.380049489981,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,54,359.655372139141,1067.28354421213,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,30,Chirikof slope,Central Gulf of Alaska,21720,Pacific cod,1,55,390.47879044921,1159.02182159605,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,38,W Yakutat slope,West Yakutat,21720,Pacific cod,2,73,729.934088818815,2971.19551433048,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,38,W Yakutat slope,West Yakutat,21720,Pacific cod,2,74,972.846390834078,3929.0954137596,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,38,W Yakutat slope,West Yakutat,21720,Pacific cod,2,75,334.154063117615,1329.29933872043,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,49,42.9566528400441,151.488568731458,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,50,64.4349792600662,227.232853097187,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,51,199.957710037106,830.935318376268,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,52,279.218243460287,984.675696754475,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,53,343.65322272035303,1211.90854985166,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,54,736.915870537658,2724.54242751949,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
1990,United States,81,Ocean Prowler,199001,31,Shelikof Trough,Central Gulf of Alaska,21720,Pacific cod,1,55,451.044854820463,1590.62997168031,2021-07-24T02:52:46Z,2023-09-12T20:09:22Z
